eng,mal,Target,Source_Prosody_word
"Thus, in a significant verse, those who are self-reliant in the first rung of the Magha brotherhood should beware of perverse thought, the idea being that humility and not arrogance ought to be followed by persons who have reached the highest grade.","അങ്ങനെ, ഏറ്റവും ഉയർന്നപടിയിലെത്തിയവർ അഹങ്കാരമല്ല, വിനയം പാലിക്കണം  എന്ന ആശയം വരുംവിധം മാഘാ സാഹോദര്യത്തിലെ ആദ്യപടിയിലെ സ്വാശ്രയശീലമുള്ളവർ വികലചിന്തകളിൽനിന്ന് അകന്നുനിൽക്കണമെന്ന് ഒരു നിർണ്ണായകമായ പദ്യത്തിൽ പറയുന്നു.
","അങ്ങനെ, ഏറ്റവും ഉയർന്നപടിയിലെത്തിയവർ അഹങ്കാരമല്ല, വിനയമാണ് പാലിക്കേണ്ടത് എന്ന ആശയം വരുംവിധം മാഘാ സാഹോദര്യത്തിലെ ആദ്യപടിയിലെ സ്വാശ്രയശീലമുള്ളവർ വികലചിന്തകളിൽനിന്ന് അകന്നുനിൽക്കണമെന്ന് ഒരു നിര്‍ണ്ണായകമായ പദ്യത്തിൽ പറയുന്നു.",humility
"The first is Yima, who is none other than the famous King Jamshed, after whom the Navroz festival on the 21st of March every year is named.","എല്ലാ വർഷവും മാർച്ച് 21ന് നടക്കുന്ന നവ്റോസ് ഉത്സവത്തിന് ആരുടെ പേരാണോ ലഭിച്ചിരിക്കുന്നത്, ആ പ്രശസ്തനായ ജംഷദ്‌ രാജാവായ യിമ ഒന്നാമത്തേത്.
","എല്ലാ വർഷവും മാർച്ച് 21ന് നടക്കുന്ന നവ്റോസ് ഉത്സവത്തിന് ആരുടെ പേരാണോ ലഭിച്ചിരിക്കുന്നത്, ആ പ്രശസ്തനായ ജംഷദ്‌ രാജാവായ യിമയാണ് ഒന്നാമത്തേത്.",Yima
"This part of the Gita culminates in an overwhelming vision: Krishna allows Arjuna to see his supernal form, the Vishvarupa, which strikes terror into Arjuna's heart.",ഗീതയുടെ ഈ ഭാഗം അതിശക്തമായ ഒരു ദർശനത്തോടെ അവസാനിക്കുന്നു: വിശ്വരൂപം എന്ന തന്റെ അതീന്ദ്രിയ രൂപം കാണാൻ കൃഷ്ണൻ അർജുനനെ അനുവദിക്കുകയും അത് അർജുനന്റെ ഹൃദയത്തിൽ കടുത്ത ഭീതിയുണ്ടാക്കുകയും ചെയ്യുന്നു.,ഗീതയുടെ ഈ ഭാഗം അതിശക്തമായ ഒരു ദർശനത്തോടെയാണ് അവസാനിക്കുന്നത്: വിശ്വരൂപം എന്ന തൻ്റെ അതീന്ദ്രിയ രൂപം കാണാൻ കൃഷ്‌ണൻ അർജ്ജുനനെ അനുവദിക്കുകയും അത് അർജുനൻ്റെ ഹൃദയത്തിൽ കടുത്ത ഭീതിയുണ്ടാക്കുകയും ചെയ്യുന്നു.,overwhelming vision
"The idealistic approach of Sikhism is that it recognises the existence of the same heavenly light in every human being, rich or poor, high or low, irrespective of caste, creed, color, race, sex, religion, or nationality.","സിഖ് മതത്തിൻ്റെ ആദർശപരമായ സമീപനം ജാതി, വിശ്വാസം, നിറം, വംശം, ലിംഗം, മതം, ദേശീയത എന്നിവ എന്തുതന്നെയായാലും സമ്പന്നരോ, ദരിദ്രരോ, ഉയർന്ന നിലയിലുള്ളവരോ താഴ്ന്ന നിലയിലുള്ളവരോ ആയ എല്ലാ മനുഷ്യരിലും ഒരേ സ്വർഗീയ പ്രകാശമുള്ളതായി അംഗീകരിക്കുന്നു എന്നതാണ്.
","ജാതി, വിശ്വാസം, നിറം, വംശം, ലിംഗം, മതം, ദേശീയത എന്നിവ എന്തുതന്നെയായാലും സമ്പന്നരോ, ദരിദ്രരോ, ഉയർന്ന നിലയിലുള്ളവരോ താഴ്ന്ന നിലയിലുള്ളവരോ ആയ എല്ലാ മനുഷ്യരിലും ഒരേ സ്വർഗീയ പ്രകാശമുള്ളതായി അംഗീകരിക്കുന്നുവെന്നതാണ് സിഖ് മതത്തിൻ്റെ ആദർശപരമായ സമീപനം.",same heavenly light
The program concluded with a cultural event entitled 'Partition and Independence: Reflections in Literature & Cinema' organized by the employees of the Society.,"സൊസൈറ്റിയുടെ ജീവനക്കാർ സംഘടിപ്പിച്ച ""വിഭജനവും സ്വാതന്ത്ര്യവും: സാഹിത്യത്തിലേയും സിനിമയിലെയും പ്രതിഫലനങ്ങൾ"" എന്ന് പേരിട്ട ഒരു സാംസ്കാരികപരിപാടിയോടെ കാര്യക്രമം അവസാനിച്ചു.
","സൊസൈറ്റിയുടെ ജീവനക്കാര്‍ സംഘടിപ്പിച്ച  ""വിഭജനവും സ്വാതന്ത്ര്യവും: സാഹിത്യത്തിലേയും സിനിമയിലെയും പ്രതിഫലനങ്ങള്‍ "" എന്ന് പേരിട്ട ഒരു സാംസ്കാരികപരിപാടിയോടെയാണ് കാര്യക്രമം അവസാനിച്ചത്.",cultural event
"The object of the proceedings is merely to ascertain whether a person has died under suspicious circumstances or an unnatural death, and if so, what is the apparent cause of the death.",നടപടിക്രമങ്ങളുടെ ലക്ഷ്യം ഒരു വ്യക്തിയുടെ മരണം സംശയകരമായ സാഹചര്യത്തിലാണോ അല്ല അത് അസ്വാഭാവികമരണമാണോ എന്നും അസ്വാഭാവികമരണമാണെങ്കിൽ പ്രത്യക്ഷത്തിൽ മരണകാരണം എന്താണ് എന്നും തീർച്ചയാക്കുക മാത്രമാണ്.,ഒരു വ്യക്തിയുടെ മരണം സംശയകരമായ സാഹചര്യത്തിലാണോ അല്ല അത് അസ്വാഭാവികമരണമാണോ എന്നും അസ്വാഭാവികമരണമാണെങ്കില്‍ പ്രത്യക്ഷത്തില്‍ മരണകാരണം എന്താണ് എന്നും തീര്‍ച്ചയാക്കുക മാത്രമാണ് നടപടിക്രമങ്ങളുടെ ലക്‌ഷ്യം.,merely to ascertain
"The preparation is traditionally done by a vasta waza, or head chef, with the assistance of a court of wazas, or chefs.","വാസമാരുടെ അതായത് പാചകവിദഗ്ധരുടെ ഒരു സംഘം സഹായിക്കുന്ന ഒരു വാസ്താ വാസ അഥവാ പ്രധാനപാചകക്കാരൻ ഈ വിഭവം സാമ്പ്രദായികമായി തയ്യാറാക്കുന്നു.
",വാസമാരുടെ അതായത് പാചകവിദഗ്ധരുടെ ഒരു സംഘം സഹായിക്കുന്ന ഒരു വാസ്താ വാസ അഥവാ പ്രധാനപാചകക്കാരനാണ് ഈ വിഭവം സാമ്പ്രദായികമായി തയ്യാറാക്കുന്നത്.,head chef
The use of chilli powder in this region is done cautiously.,"ഈ പ്രദേശത്ത് മുളകുപൊടി സൂക്ഷിച്ച് ഉപയോഗിക്കുന്നു.
",ഈ പ്രദേശത്ത് മുളകുപൊടി സൂക്ഷിച്ചാണ് ഉപയോഗിക്കുന്നത്.,cautiously
"The word Yoga is derived from the Sanskrit root Yuj, meaning to join or to yoke or to unite.","കൂട്ടിച്ചേർക്കുക, ഇണക്കുക, അല്ലെങ്കിൽ ഒരുമിപ്പിക്കുക എന്നർത്ഥമുള്ള യുജ് എന്ന സംസ്കൃതധാതുവിൽ നിന്ന് യോഗശബ്ദം വ്യുൽപാദിപ്പിച്ചു.","കൂട്ടിച്ചേര്‍ക്കുക, ഇണക്കുക, അല്ലെങ്കില്‍ ഒരുമിപ്പിക്കുക എന്നര്‍ത്ഥമുള്ള യുജ് എന്ന സംസ്കൃതധാതുവില്‍ നിന്ന് വ്യുല്‍പാദിപ്പിച്ചതാണ് യോഗശബ്ദം",is derived from
Today's Odissi has evolved from the endless sculptures in various motifs carved on the temple walls of Orissa.,"ഒറീസയിലെ ക്ഷേത്രച്ചുവരുകളിൽ കൊത്തിവച്ചിട്ടുള്ള എണ്ണമറ്റ ശിൽപ്പങ്ങളിലെ വിവിധ അലങ്കാരമുദ്രകളിൽ നിന്ന് ഇന്നത്തെ ഒഡീസി രൂപം കൊണ്ടു.
",ഒറീസയിലെ ക്ഷേത്രച്ചുവരുകളില്‍ കൊത്തിവച്ചിട്ടുള്ള എണ്ണമറ്റ ശില്‍പ്പങ്ങളിലെ വിവിധ അലങ്കാരമുദ്രകളില്‍നിന്നാണ് ഇന്നത്തെ ഒഡീസി രൂപം കൊണ്ടത്.,endless sculptures in various motifs
Samaveda is the compilation of these selected Ruchas set to Svaras keeping their proposed Chanda or rhythmic meters.,"നിർദ്ദിഷ്ടഛന്ദസ്സുകളിൽ, അതായത് താളബദ്ധമായ വൃത്തങ്ങളനുസരിച്ച് സ്വരപ്പെടുത്തിയ ഈ തിരഞ്ഞെടുത്ത രുചകളുടെ സമാഹാരം സാമവേദമാണ്.
","നിര്‍ദ്ദിഷ്ടഛന്ദസ്സുകളില്‍, അതായത് താളബദ്ധമായ വൃത്തങ്ങളനുസരിച്ച് സ്വരപ്പെടുത്തിയ ഈ തിരഞ്ഞെടുത്ത രുചകളുടെ സമാഹാരമാണ് സാമവേദം.",the compilation of these selected Ruchas
High-frequency data for Q2 indicates that economic activity remains resilient.,"സാമ്പത്തിക പ്രവർത്തനം പ്രതിരോധശക്തിയോടെ തന്നെ തുടരുന്നു എന്ന് രണ്ടാം മാസത്രയത്തിൻ്റെ ഉയർന്ന ഫ്രീക്വൻസി ഡാറ്റ സൂചിപ്പിക്കുന്നു.
",സാമ്പത്തിക പ്രവർത്തനം പ്രതിരോധശക്തിയോടെ തന്നെ തുടരുന്നു എന്നാണ് രണ്ടാം മാസത്രയത്തിൻ്റെ ഉയർന്ന ഫ്രീക്വൻസി ഡാറ്റ സൂചിപ്പിക്കുന്നത്.,that economic activity remains resilient
Liquidity refers to the extent to which financial assets can be sold at close to full market value at short notice.,"കുറഞ്ഞ സമയത്തിനുള്ളിൽ സാമ്പത്തിക ആസ്തികൾ എത്രത്തോളം വിപണനമൂല്യത്തിനടുത്തായി വിൽക്കാം എന്നതിനെ ലിക്വിഡിറ്റി സൂചിപ്പിക്കുന്നു.
",കുറഞ്ഞ സമയത്തിനുള്ളിൽ സാമ്പത്തിക ആസ്തികൾ എത്രത്തോളം വിപണനമൂല്യത്തിനടുത്തായി വിൽക്കാം എന്നതിനെയാണ് ലിക്വിഡിറ്റി സൂചിപ്പിക്കുന്നത്.,the extent to which financial assets can be sold at close to full market value at short notice
The market-clearing price is determined by the requirement that supplies equal demand at that price.,"ചോദനത്തിൻ്റെ അതേ അളവിലുള്ള പ്രദാനമുണ്ടാവുക എന്ന നിബന്ധനയിൽ മാർക്കറ്റ്-ക്ലിയറിങ് വില നിർണയിക്കപ്പെടുന്നു.
",ചോദനത്തിൻ്റെ അതേ അളവിലുള്ള പ്രദാനമുണ്ടാവുക എന്ന നിബന്ധനയിലാണ് മാർക്കറ്റ്-ക്ലിയറിങ് വില നിർണയിക്കപ്പെടുന്നത്.,the requirement 
"The moving spirits of revolutions are deemed holy or unholy in proportion, as the principle underlying them is beneficial or wicked.","അടിസ്ഥാനതത്ത്വം ഗുണപ്രദമോ ക്രൂരമോ എന്നതിന് ആനുപാതികമായിട്ട് വിപ്ലവങ്ങളുടെ ചാലകശക്തികൾ പവിത്രമെന്നോ അപവിത്രമെന്നോ കരുതപ്പെടുന്നു.
",അടിസ്ഥാനതത്ത്വം ഗുണപ്രദമോ ക്രൂരമോ എന്നതിന് ആനുപാതികമായിട്ടാണ് വിപ്ലവങ്ങളുടെ ചാലകശക്തികള്‍ പവിത്രമെന്നോ അപവിത്രമെന്നോ കരുതപ്പെടുന്നത്.,in proportion
"You have earned your breakfast, British soldiers, by the sweat of your brow, not, by the free flow of blood from your bodies.","ബ്രിട്ടീഷ് സൈനികരേ, നിങ്ങളുടെ ശരീരത്തിൽനിന്നും ധാരയായൊഴുകിയ രക്തംകൊണ്ടല്ല, നിങ്ങളുടെ പുരികങ്ങളിലെ വിയർപ്പിനാൽ നിങ്ങളീ പ്രഭാതഭക്ഷണത്തിന് അർഹരായിരിക്കുന്നു.
","ബ്രിട്ടീഷ് സൈനികരേ, നിങ്ങളുടെ ശരീരത്തിൽനിന്നും ധാരയായൊഴുകിയ രക്തംകൊണ്ടല്ല, നിങ്ങളുടെ പുരികങ്ങളിലെ വിയർപ്പിനാലാണ് നിങ്ങളീ പ്രഭാതഭക്ഷണത്തിന് അർഹരായിരിക്കുന്നത്.",sweat of your brow
"The course was organised in coordination with the National Film Archives of India, Pune.","പൂനെയിലെ നാഷണൽ ഫിലിം ആർക്കൈവ്സ് ഓഫ് ഇന്ത്യയുമായി സഹകരിച്ച് പാഠ്യപദ്ധതി സംഘടിപ്പിച്ചു.
",പൂനെയിലെ നാഷണല്‍ ഫിലിം ആര്‍ക്കൈവ്‌സ് ഓഫ് ഇന്ത്യയുമായി സഹകരിച്ചാണ് പാഠ്യപദ്ധതി സംഘടിപ്പിച്ചത്.,in coordination with
"Full-length animated films featuring sound and color came into existence with his Snow White and the Seven Dwarfs (1937), a film that won a special Oscar.","ഒരു സ്പെഷ്യൽ ഓസ്കാർ നേടിയ അദ്ദേഹത്തിന്റെ സ്നോ വൈറ്റ് ആൻഡ് ദി സെവൻ ഡ്വാർഫ്‌സ് (1937) എന്ന ചിത്രത്തോടെ ശബ്ദവും വർണ്ണവുമുള്ള മുഴുനീള കാർട്ടൂൺ സിനിമകൾ നിലവിൽ വന്നു.
",ഒരു സ്പെഷ്യല്‍ ഓസ്കാര്‍ നേടിയ അദ്ദേഹത്തിന്‍റെ സ്നോ വൈറ്റ് ആൻഡ് ദി സെവൻ ഡ്വാർഫ്‌സ് (1937) എന്ന ചിത്രത്തോടെയാണ് ശബ്ദവും വർണ്ണവുമുള്ള മുഴുനീള കാര്‍ട്ടൂൺ സിനിമകൾ നിലവില്‍ വന്നത്.,film 
Sometimes there was only a piano accompaniment.,"ചിലപ്പോൾ ഒരു പിയാനോ മാത്രമാണ് അകമ്പടിയായി ഉണ്ടായിരുന്നത്.
",ചിലപ്പോള്‍ ഒരു പിയാനോ മാത്രമാണ് അകമ്പടിയായി ഉണ്ടായിരുന്നത്.,only a piano
"What drives us, the audience, is a nostalgia for the present times of the novel, the lived moment of Austen's heroines, or Pagnol's and Forster's characters, our imagined past, not that of the original text for which that present time represents unwanted change.","അനുവാചകരായ നമ്മെ പ്രചോദിപ്പിക്കുന്നത് നോവലിലെ വർത്തമാനകാലത്തെക്കുറിച്ചും, ഓസ്റ്റിന്റെ നായികമാരുടെയും പാഗ്നോളിന്റെയും, ഫോസ്റ്ററുടെയും കഥാപാത്രങ്ങളുടെയും ജീവത്തായ നിമിഷങ്ങളെക്കുറിച്ചും, നമ്മുടെ സങ്കൽപ്പത്തിലുള്ള ഭൂതകാലത്തെക്കുറിച്ചും, തോന്നുന്ന ഗൃഹാതുരത്വമാണ്, അല്ലാതെ അനാവശ്യമായ മാറ്റം പ്രതിനിധീകരിക്കുന്ന മൂലകൃതിയിലെ വർത്തമാനകാലമല്ല.
","അനുവാചകരായ നമ്മെ പ്രചോദിപ്പിക്കുന്നത് നോവലിലെ വര്‍ത്തമാനകാലത്തെക്കുറിച്ചും, ഓസ്റ്റിന്‍റെ നായികമാരുടെയും പാഗ്നോളിന്‍റെയും, ഫോസ്റ്ററുടെയും കഥാപാത്രങ്ങളുടെയും ജീവത്തായ നിമിഷങ്ങളെക്കുറിച്ചും, നമ്മുടെ സങ്കൽപ്പത്തിലുള്ള ഭൂതകാലത്തെക്കുറിച്ചും, തോന്നുന്ന ഗൃഹാതുരത്വമാണ്, അല്ലാതെ അനാവശ്യമായ മാറ്റം പ്രതിനിധീകരിക്കുന്ന മൂലകൃതിയിലെ വര്‍ത്തമാനകാലമല്ല.",is a nostalgia
Thornthwaite and Mather model is widely used for computing water balance.,"തോൺത്വെയ്റ്റ് ആൻഡ് മാതർ മാതൃക വാട്ടർ ബാലൻസ് കണക്കാക്കാൻ വ്യാപകമായി ഉപയോഗിക്കുന്നു.
",തോണ്‍ത്വെയ്റ്റ് ആന്‍ഡ് മാതര്‍ മാതൃകയാണ് വാട്ടർ ബാലൻസ് കണക്കാക്കാന്‍ വ്യാപകമായി ഉപയോഗിക്കുന്നത്.,Thornthwaite and Mather model
India's support is guided by the needs and priorities of the Government and the people of Afghanistan.,"അഫ്ഘാനിസ്ഥാൻ സർക്കാരിൻ്റെയും ജനതയുടെയും ആവശ്യങ്ങളും മുൻഗണനകളും ഇന്ത്യയുടെ പിന്തുണയ്ക്ക് വഴികാണിക്കുന്നു.
",അഫ്ഘാനിസ്ഥാൻ സർക്കാരിൻ്റെയും ജനതയുടെയും ആവശ്യങ്ങളും മുൻഗണനകളുമാണ് ഇന്ത്യയുടെ പിന്തുണയ്ക്ക് വഴികാണിക്കുന്നത്.,priorities 
The live telecast of proceedings started in 1994.,"1994ൽ നടപടിക്രമങ്ങളുടെ തത്സമയ സംപ്രേക്ഷണം ആരംഭിച്ചു.
",1994ലാണ് നടപടിക്രമങ്ങളുടെ തത്സമയ സംപ്രേക്ഷണം ആരംഭിച്ചത്., in 1994
"Generally, three days are allotted for the discussion.","സാധാരണഗതിയിൽ ചർച്ചയ്ക്കായി മൂന്നുദിവസം അനുവദിച്ചിട്ടുള്ളതാണ്.
",സാധാരണഗതിയിൽ ചർച്ചയ്ക്കായി മൂന്നുദിവസമാണ് അനുവദിച്ചിട്ടുള്ളത്.,three days
The appraisal program under NSP was planned to cover onland basins.,"എൻ. എസ്. പിക്ക് കീഴിലെ അവലോകനപദ്ധതി കരയിലെ ബേസിനുകൾ ഉൾക്കൊള്ളാൻ പദ്ധതിയിട്ടിരുന്നു.
",എൻ. എസ്. പിക്ക് കീഴിലെ അവലോകനപദ്ധതി കരയിലെ ബേസിനുകൾ ഉൾക്കൊള്ളാനാണ് പദ്ധതിയിട്ടിരുന്നത്.,to cover 
"Till February 2022, a total of 22,555 LKM 2D Broadband seismic data in the Andaman offshore has been acquired.","2022 ഫെബ്രുവരി വരെ ആന്തമാനിനടുത്തുള്ള കടൽപ്രദേശത്തുനിന്ന് മൊത്തം 22,555 എൽ. കെ. എം ടു. ഡി ബ്രോഡ്ബാൻഡ് സീസ്മിക് ഡാറ്റ ശേഖരിച്ചു.","2022 ഫെബ്രുവരി വരെ ആന്തമാനിനടുത്തുള്ള കടൽപ്രദേശത്തുനിന്ന് മൊത്തം 22,555 എൽ. കെ. എം ടു. ഡി ബ്രോഡ്ബാൻഡ് സീസ്മിക് ഡാറ്റയാണ് ശേഖരിച്ചത്.",data
The strategic plan sets out a coordinated and collaborative One Health approach involving key stakeholders in government and other sectors.,"സർക്കാരിലും മറ്റു മേഖലകളിലുമുള്ള പ്രധാന ഭാഗഭാക്കുകളെ ഉൾപ്പെടുത്തിയുള്ള സംയോജിതവും സഹകരണാത്മകവുമായ ഒറ്റ ആരോഗ്യം എന്ന സമീപനം ഈ തന്ത്രപ്രധാനമായ പദ്ധതി മുന്നോട്ടു വയ്ക്കുന്നു.
",സര്‍ക്കാരിലും മറ്റു മേഖലകളിലുമുള്ള പ്രധാന ഭാഗഭാക്കുകളെ ഉള്‍പ്പെടുത്തിയുള്ള സംയോജിതവും സഹകരണാത്മകവുമായ ഒറ്റ ആരോഗ്യം എന്ന സമീപനമാണ് ഈ തന്ത്രപ്രധാനമായ പദ്ധതി മുന്നോട്ടു വയ്ക്കുന്നത്.,One Health approach
"If the animal stays away from other animals in a herd, it indicates that it is having some health problem.","ഒരു മൃഗം കൂട്ടത്തിലുള്ള മറ്റു മൃഗങ്ങളിൽ നിന്ന് മാറിനിൽക്കുകയാണെങ്കിൽ അത് സൂചിപ്പിക്കുന്നത് അതിനു ചില ആരോഗ്യപ്രശ്നങ്ങൾ ഉണ്ടെന്ന്.
",ഒരു മൃഗം കൂട്ടത്തിലുള്ള മറ്റു മൃഗങ്ങളില്‍ നിന്ന് മാറിനില്‍ക്കുകയാണെങ്കില്‍ അത് സൂചിപ്പിക്കുന്നത് അതിനു ചില ആരോഗ്യപ്രശ്നങ്ങള്‍ ഉണ്ടെന്നാണ്.,having some health problem
Trans fats result from adding hydrogen to vegetable oils used in commercial baked goods and for cooking in most restaurants and fast-food chains.,"മിക്ക ഹോട്ടലുകളിലും ഭക്ഷണശാലാശൃംഖലകളിലും പാചകത്തിനും വാണിജ്യാടിസ്ഥാനത്തിലുള്ള ബേക്കറി വിഭവങ്ങൾക്കും ഉപയോഗിക്കുന്ന സസ്യഎണ്ണകളിൽ ഹൈഡ്രജൻ ചേർക്കുന്നതുകൊണ്ട് ട്രാൻസ് ഫാറ്റുകൾ ഉണ്ടാകുന്നു.
",മിക്ക ഹോട്ടലുകളിലും ഭക്ഷണശാലാശൃംഖലകളിലും പാചകത്തിനും വാണിജ്യാടിസ്ഥാനത്തിലുള്ള ബേക്കറി വിഭവങ്ങള്‍ക്കും ഉപയോഗിക്കുന്ന സസ്യഎണ്ണകളില്‍ ഹൈഡ്രജന്‍ ചേര്‍ക്കുന്നതുകൊണ്ടാണ് ട്രാൻസ് ഫാറ്റുകൾ ഉണ്ടാകുന്നത്.,adding hydrogen
"The term Green Economy was first coined in a 1989 report for the Government of the United Kingdom by a group of leading environmental economists, titled Blueprint for a Green Economy.","ഒരു സംഘം മുൻനിര പാരിസ്ഥിതിക സാമ്പത്തികശാസ്ത്രജ്ഞർ തയ്യാറാക്കിയ 'ഹരിതസമ്പദ്‌വ്യവസ്ഥയ്ക്കായുള്ള രൂപരേഖ' എന്ന് പേരിട്ടതും ബ്രിട്ടീഷ് സർക്കാരിനുവേണ്ടിയുമുള്ള 1989ലെ ഒരു റിപ്പോർട്ടിൽ ഹരിതസമ്പദ്‌വ്യവസ്ഥ എന്ന വാക്ക് ആദ്യമായി ഉപയോഗിച്ചു.
",ഒരു സംഘം മുന്‍നിര പാരിസ്ഥിതിക സാമ്പത്തികശാസ്ത്രജ്ഞര്‍ തയ്യാറാക്കിയ 'ഹരിതസമ്പദ്‌വ്യവസ്ഥയ്ക്കായുള്ള രൂപരേഖ' എന്ന് പേരിട്ടതും ബ്രിട്ടീഷ് സര്‍ക്കാരിനുവേണ്ടിയുമുള്ള 1989ലെ ഒരു റിപ്പോര്‍ട്ടിലാണ് ഹരിതസമ്പദ്‌വ്യവസ്ഥ എന്ന വാക്ക് ആദ്യമായി ഉപയോഗിച്ചത്.,report
"Basically, it involves the generation of biomass that can be converted to convenient energy-containing substances in different ways, such as thermal conversion, chemical conversion, and biochemical conversion.","അടിസ്ഥാനപരമായി, തെർമൽ പരിവർത്തനം, രാസപരിവർത്തനം, ബയോകെമിക്കൽ പരിവർത്തനം തുടങ്ങിയ വ്യത്യസ്തമായ രീതികളിൽ, ഊർജ്ജമുൾക്കൊള്ളുന്ന സൗകര്യപ്രദമായ പദാര്‍ത്ഥങ്ങളായി പരിവർത്തനം ചെയ്യാവുന്ന ജൈവദ്രവ്യങ്ങളുടെ ഉത്പാദനം അത് ഉൾക്കൊള്ളുന്നു.
","അടിസ്ഥാനപരമായി, തെർമൽ പരിവർത്തനം, രാസപരിവർത്തനം, ബയോകെമിക്കൽ പരിവർത്തനം തുടങ്ങിയ വ്യത്യസ്തമായ രീതികളിൽ, ഊർജ്ജമുൾക്കൊള്ളുന്ന സൗകര്യപ്രദമായ പദാര്‍ത്ഥങ്ങളായി പരിവർത്തനം ചെയ്യാവുന്ന ജൈവദ്രവ്യങ്ങളുടെ ഉത്പാദനമാണ് അതുൾക്കൊള്ളുന്നത്.",generation of biomass
These are produced through biological processes rather than fuel produced by geological processes such as coal and petroleum.,"കൽക്കരി, പെട്രോളിയം തുടങ്ങി ഭൂഗർഭത്തിലെ പ്രക്രിയകളിലൂടെ ഉൽപാദിപ്പിക്കപ്പെടുന്ന ഇന്ധനത്തിൽനിന്ന് വ്യത്യസ്തമായി ഇവ ജൈവപ്രക്രിയകളിലൂടെ ഉൽപാദിക്കപ്പെടുന്നു.
","കൽക്കരി, പെട്രോളിയം തുടങ്ങി ഭൂഗർഭത്തിലെ പ്രക്രിയകളിലൂടെ ഉൽപാദിപ്പിക്കപ്പെടുന്ന ഇന്ധനത്തിൽനിന്ന് വ്യത്യസ്തമായി ഇവ ജൈവപ്രക്രിയകളിലൂടെയാണ് ഉൽപാദിക്കപ്പെടുന്നത്.",through biological processes
"Human safety mainly focuses on the health, hygiene, and environment of all people, including customers, employees, and management.","ആരോഗ്യം, ശുചിത്വം, എന്നിവയിലും ഉപഭോക്താക്കൾ, ജീവനക്കാർ, മാനേജ്‌മെൻ്റ് തുടങ്ങിയ എല്ലാവരുടെയും ചുറ്റുപാടുകളിലും മാനവസുരക്ഷ പ്രധാനമായും കേന്ദ്രീകരിക്കുന്നു.
","ആരോഗ്യം, ശുചിത്വം, എന്നിവയിലും ഉപഭോക്താക്കൾ, ജീവനക്കാർ, മാനേജ്‌മെൻ്റ് തുടങ്ങിയ എല്ലാവരുടെയും ചുറ്റുപാടുകളിലുമാണ് മാനവസുരക്ഷ പ്രധാനമായും കേന്ദ്രീകരിക്കുന്നത്.",environment
"While cesium recovery is aimed in the second cycle, Strontium-Actinide-Lanthanide combined separation is achieved in the third cycle from HLLW.","രണ്ടാം പരിവൃത്തിയിൽ സീഷ്യം വീണ്ടെടുപ്പ് ലക്ഷ്യം വയ്ക്കുമ്പോൾ എച്ച്.എൽ.എൽ.ഡബ്ല്യൂവിന്റെ മൂന്നാം പരിവൃത്തിയിൽ സ്ട്രോൺഷ്യം-ആക്റ്റിനൈഡ്-ലാന്തനൈഡ് സംയുക്ത വേർതിരിവ് സാധ്യമാകുന്നു.
",രണ്ടാം പരിവൃത്തിയില്‍ സീഷ്യം വീണ്ടെടുപ്പ് ലക്‌ഷ്യം വയ്ക്കുമ്പോള്‍ എച്ച്.എല്‍.എല്‍.ഡബ്ല്യൂവിന്‍റെ മൂന്നാം പരിവൃത്തിയിലാണ് സ്ട്രോണ്‍ഷ്യം-ആക്റ്റിനൈഡ്‌-ലാന്തനൈഡ്‌ സംയുക്ത വേര്‍തിരിവ് സാധ്യമാകുന്നത്.,in the third cycle
The gearshift lever is mounted on the center console between the two front seats.,"രണ്ടു മുൻസീറ്റുകളുടെ ഇടയിലുള്ള സെന്റർ കൺസോളിൽ ഗിയർഷിഫ്റ്റ് ലീവർ ഘടിപ്പിച്ചിരിക്കുന്നു.
",രണ്ടു മുന്‍സീറ്റുകളുടെ ഇടയിലുള്ള സെന്‍റര്‍ കണ്‍സോളിലാണ് ഗിയര്‍ഷിഫ്റ്റ്‌ ലീവര്‍ ഘടിപ്പിച്ചിരിക്കുന്നത്.,center console
